,area_type,location,BHK,total_sqft,bath,balcony,price_in_lakhs
392,Super built-up  Area,Amruthahalli,2,1200.0,2.0,2.0,55.0
393,Built-up  Area,Amruthahalli,3,1900.0,3.0,1.0,135.0
394,Built-up  Area,Amruthahalli,2,924.0,2.0,1.0,45.0
395,Carpet  Area,Amruthahalli,2,900.0,2.0,1.0,60.0
396,Built-up  Area,Amruthahalli,2,1100.0,2.0,1.0,45.0
397,Super built-up  Area,Amruthahalli,2,1200.0,2.0,1.0,55.0
401,Super built-up  Area,Amruthahalli,3,1450.0,2.0,1.0,85.0
402,Super built-up  Area,Amruthahalli,2,1200.0,2.0,2.0,55.0
403,Super built-up  Area,Amruthahalli,2,1250.0,2.0,2.0,79.0
404,Super built-up  Area,Amruthahalli,2,1190.0,2.0,2.0,50.0
405,Super built-up  Area,Amruthahalli,2,1202.0,2.0,1.0,65.0
406,Super built-up  Area,Amruthahalli,2,1340.0,2.0,1.0,75.0
407,Super built-up  Area,Amruthahalli,3,2650.0,4.0,0.0,175.0
408,Built-up  Area,Amruthahalli,3,1450.0,2.0,1.0,90.0
409,Super built-up  Area,Amruthahalli,2,1025.0,2.0,1.0,42.0
410,Built-up  Area,Amruthahalli,1,485.0,1.0,1.0,19.5
411,Super built-up  Area,Anandapura,2,1167.0,2.0,1.0,43.76
412,Plot  Area,Anandapura,2,1000.0,2.0,1.0,55.0
413,Super built-up  Area,Anandapura,2,1141.0,2.0,1.0,42.79
415,Plot  Area,Anandapura,2,1200.0,2.0,1.0,67.0
416,Plot  Area,Anandapura,2,1200.0,2.0,1.0,58.0
417,Super built-up  Area,Anandapura,2,1151.0,2.0,1.0,43.1
418,Super built-up  Area,Anandapura,2,1141.0,2.0,1.0,42.75
419,Plot  Area,Anandapura,2,900.0,2.0,0.0,48.0
420,Plot  Area,Anandapura,4,1749.0,4.0,0.0,90.0
421,Super built-up  Area,Anandapura,2,1151.0,2.0,1.0,42.9
423,Built-up  Area,Anandapura,2,1250.0,2.0,2.0,45.0
424,Super built-up  Area,Anandapura,2,1151.0,2.0,1.0,43.16
425,Built-up  Area,Anandapura,2,1200.0,2.0,0.0,58.0
426,Plot  Area,Anandapura,3,1200.0,2.0,0.0,66.0
427,Plot  Area,Anandapura,3,1415.0,2.0,1.0,74.0
428,Super built-up  Area,Anandapura,2,1200.0,2.0,1.0,50.0
429,Super built-up  Area,Anandapura,2,1141.0,2.0,1.0,50.0
431,Super built-up  Area,Ananth Nagar,1,500.0,1.0,1.0,14.0
432,Super built-up  Area,Ananth Nagar,2,1100.0,2.0,2.0,31.5
433,Super built-up  Area,Ananth Nagar,2,982.0,2.0,2.0,24.55
434,Super built-up  Area,Ananth Nagar,1,500.0,2.0,2.0,14.0
435,Super built-up  Area,Ananth Nagar,2,900.0,2.0,2.0,22.5
436,Super built-up  Area,Ananth Nagar,2,908.0,2.0,1.0,26.0
437,Super built-up  Area,Ananth Nagar,2,870.0,2.0,2.0,36.0
438,Super built-up  Area,Ananth Nagar,2,937.0,2.0,1.0,35.0
439,Built-up  Area,Ananth Nagar,2,960.0,2.0,3.0,37.0
440,Super built-up  Area,Ananth Nagar,1,500.0,1.0,1.0,14.0
441,Super built-up  Area,Ananth Nagar,2,1000.0,2.0,1.0,29.7
442,Built-up  Area,Ananth Nagar,2,850.0,2.0,1.0,25.99
443,Super built-up  Area,Ananth Nagar,2,902.0,2.0,1.0,25.26
444,Built-up  Area,Ananth Nagar,3,1470.0,3.0,2.0,54.0
445,Built-up  Area,Ananth Nagar,2,810.0,2.0,1.0,25.5
446,Super built-up  Area,Ananth Nagar,2,890.0,2.0,1.0,27.0
447,Super built-up  Area,Ananth Nagar,2,1200.0,2.0,1.0,36.0
449,Super built-up  Area,Ananth Nagar,3,1319.0,3.0,1.0,42.0
450,Super built-up  Area,Ananth Nagar,2,1000.0,2.0,3.0,25.0
451,Super built-up  Area,Ananth Nagar,2,902.0,2.0,2.0,25.0
452,Super built-up  Area,Ananth Nagar,2,930.0,2.0,1.0,25.99
453,Super built-up  Area,Ananth Nagar,2,1074.0,2.0,2.0,26.85
454,Super built-up  Area,Ananth Nagar,1,500.0,1.0,1.0,14.0
455,Super built-up  Area,Ananth Nagar,2,1010.0,2.0,2.0,38.0
456,Super built-up  Area,Ananth Nagar,2,992.0,2.0,2.0,24.8
458,Super built-up  Area,Anekal,2,656.0,2.0,1.0,22.0
459,Super built-up  Area,Anekal,2,620.0,2.0,1.0,22.0
460,Super built-up  Area,Anekal,1,600.0,1.0,1.0,16.5
461,Super built-up  Area,Anekal,2,925.0,2.0,1.0,40.0
462,Super built-up  Area,Anekal,1,530.0,1.0,1.0,18.0
463,Plot  Area,Anekal,3,1800.0,3.0,2.0,68.0
465,Built-up  Area,Anekal,1,351.0,1.0,1.0,16.0
466,Super built-up  Area,Anekal,2,1035.0,2.0,2.0,38.3
467,Super built-up  Area,Anekal,2,888.0,2.0,1.0,34.0
471,Plot  Area,Anekal,4,1200.0,2.0,1.0,36.0
472,Super built-up  Area,Anekal,2,766.0,2.0,2.0,28.0
473,Built-up  Area,Anekal,3,967.0,2.0,1.0,45.0
474,Built-up  Area,Anekal,2,620.0,1.0,1.0,23.5
475,Super built-up  Area,Anekal,3,1150.0,3.0,2.0,45.0
478,Built-up  Area,Anekal,1,400.0,1.0,1.0,11.5
479,Super built-up  Area,Anekal,1,456.0,1.0,1.0,15.0
482,Plot  Area,Anekal,3,2400.0,4.0,0.0,95.0
486,Built-up  Area,Anekal,1,420.0,1.0,1.0,12.5
487,Super built-up  Area,Anekal,2,614.0,1.0,1.0,28.0
488,Super built-up  Area,Anekal,2,1140.0,2.0,2.0,52.0
489,Super built-up  Area,Anekal,2,625.0,1.0,1.0,25.0
490,Built-up  Area,Anjanapura,4,1850.0,4.0,2.0,86.0
491,Super built-up  Area,Anjanapura,2,1070.0,2.0,2.0,39.0
492,Plot  Area,Anjanapura,3,1500.0,3.0,1.0,121.0
493,Super built-up  Area,Anjanapura,2,1070.0,2.0,2.0,37.0
494,Super built-up  Area,Anjanapura,2,950.0,2.0,1.0,40.0
495,Built-up  Area,Anjanapura,3,1280.0,2.0,2.0,45.0
496,Super built-up  Area,Anjanapura,2,710.0,2.0,0.0,25.0
498,Built-up  Area,Anjanapura,2,950.0,2.0,0.0,32.0
499,Super built-up  Area,Anjanapura,4,1800.0,4.0,2.0,55.0
500,Super built-up  Area,Anjanapura,3,1843.0,3.0,1.0,87.54
501,Super built-up  Area,Anjanapura,2,1076.0,2.0,1.0,30.13
502,Built-up  Area,Anjanapura,2,950.0,2.0,0.0,30.0
503,Super built-up  Area,Ardendale,3,1750.0,3.0,2.0,100.0
504,Built-up  Area,Ardendale,4,3198.0,4.0,3.0,200.0
505,Super built-up  Area,Ardendale,4,2422.0,4.0,2.0,160.0
506,Super built-up  Area,Ardendale,3,1750.0,3.0,3.0,100.0
507,Plot  Area,Ardendale,4,3200.0,4.0,1.0,205.0
508,Super built-up  Area,Ardendale,3,1728.0,3.0,2.0,95.0
509,Super built-up  Area,Ardendale,4,2062.0,3.0,2.0,140.0
510,Super built-up  Area,Ardendale,3,1732.46,3.0,2.0,92.0
511,Super built-up  Area,Ardendale,4,2062.0,3.0,2.0,150.0
513,Super built-up  Area,Ardendale,2,1224.0,2.0,2.0,70.0
514,Super built-up  Area,Ardendale,3,1777.26,3.0,2.0,105.0
515,Super built-up  Area,Ardendale,3,1650.0,3.0,3.0,82.0
516,Super built-up  Area,Ardendale,4,2062.0,3.0,2.0,140.0
517,Built-up  Area,Ardendale,3,1650.0,3.0,3.0,82.0
518,Super built-up  Area,Ardendale,2,1224.0,2.0,2.0,67.0
519,Super built-up  Area,Ardendale,3,1723.0,3.0,2.0,95.0
520,Super built-up  Area,Ardendale,3,1777.26,3.0,2.0,89.0
521,Super built-up  Area,Ardendale,3,1777.26,3.0,2.0,92.0
522,Super built-up  Area,Arekere,3,2060.0,3.0,2.0,140.0
523,Built-up  Area,Arekere,2,920.0,2.0,1.0,40.0
524,Built-up  Area,Arekere,3,1740.0,2.0,2.0,95.0
525,Built-up  Area,Arekere,2,1190.0,2.0,2.0,55.0
526,Built-up  Area,Arekere,1,600.0,1.0,1.0,28.0
527,Super built-up  Area,Arekere,3,2072.0,3.0,2.0,108.0
528,Super built-up  Area,Arekere,2,1100.0,2.0,2.0,55.0
529,Super built-up  Area,Arekere,2,900.0,2.0,3.0,50.0
530,Super built-up  Area,Arekere,4,2710.0,6.0,2.0,142.0
531,Super built-up  Area,Arekere,2,1240.0,2.0,2.0,60.0
532,Super built-up  Area,Arekere,2,900.0,2.0,1.0,44.5
533,Super built-up  Area,Attibele,1,450.0,1.0,1.0,11.0
534,Built-up  Area,Attibele,4,1600.0,4.0,0.0,52.8
535,Built-up  Area,Attibele,2,656.0,2.0,1.0,25.0
536,Built-up  Area,Attibele,1,400.0,1.0,1.0,11.0
537,Built-up  Area,Attibele,1,400.0,1.0,1.0,12.0
538,Built-up  Area,Attibele,1,400.0,1.0,1.0,14.0
539,Super built-up  Area,Attibele,1,500.0,1.0,1.0,17.0
540,Plot  Area,Attibele,4,2168.0,4.0,2.0,95.0
541,Built-up  Area,Attibele,1,395.0,1.0,1.0,10.25
542,Built-up  Area,Attibele,1,420.0,1.0,1.0,17.0
544,Built-up  Area,Attibele,1,418.0,1.0,1.0,12.0
545,Built-up  Area,Attibele,2,1200.0,2.0,2.0,42.0
546,Super built-up  Area,Attibele,1,400.0,1.0,1.0,10.0
547,Super built-up  Area,Attibele,2,695.0,1.0,1.0,25.0
548,Super built-up  Area,Attibele,2,850.0,1.0,1.0,25.0
549,Built-up  Area,Attibele,3,2400.0,3.0,3.0,120.0
550,Built-up  Area,Attibele,1,450.0,1.0,1.0,12.5
554,Super built-up  Area,Attibele,1,782.0,1.0,0.0,19.55
556,Super built-up  Area,Attibele,2,656.0,2.0,1.0,25.0
557,Built-up  Area,Attibele,1,400.0,1.0,1.0,11.5
558,Carpet  Area,Attibele,1,460.0,1.0,1.0,13.0
559,Super built-up  Area,Attibele,1,418.0,2.0,1.0,11.5
560,Plot  Area,Attibele,2,1000.0,2.0,1.0,42.0
561,Super built-up  Area,Attibele,1,550.0,1.0,1.0,11.5
563,Built-up  Area,Attibele,1,410.0,1.0,1.0,10.0
564,Plot  Area,Attibele,3,1700.0,3.0,1.0,65.0
565,Super built-up  Area,Attibele,1,400.0,1.0,1.0,10.25
566,Super built-up  Area,Attibele,2,656.0,2.0,1.0,25.0
567,Plot  Area,Attibele,3,1500.0,3.0,2.0,90.0
568,Built-up  Area,Attibele,1,520.0,1.0,1.0,15.0
569,Super built-up  Area,BEML Layout,2,1060.0,2.0,1.0,55.0
571,Built-up  Area,BEML Layout,2,999.0,2.0,3.0,45.0
572,Plot  Area,BEML Layout,5,2400.0,4.0,1.0,225.0
574,Super built-up  Area,BEML Layout,2,1194.0,2.0,1.0,65.0
575,Super built-up  Area,BEML Layout,2,1200.0,2.0,2.0,67.0
576,Plot  Area,BEML Layout,2,2400.0,2.0,1.0,228.0
579,Super built-up  Area,BEML Layout,2,1194.0,2.0,1.0,65.0
580,Plot  Area,BTM 2nd Stage,3,1260.0,5.0,1.0,185.0
581,Carpet  Area,BTM 2nd Stage,2,950.0,2.0,1.0,52.0
582,Built-up  Area,BTM 2nd Stage,3,1850.0,3.0,2.0,170.0
583,Super built-up  Area,BTM 2nd Stage,2,1200.0,2.0,2.0,80.0
584,Super built-up  Area,BTM 2nd Stage,2,1274.0,2.0,2.0,70.0
586,Super built-up  Area,BTM 2nd Stage,2,1070.0,2.0,1.0,48.0
587,Built-up  Area,BTM 2nd Stage,2,1280.0,2.0,2.0,80.0
588,Built-up  Area,BTM 2nd Stage,2,1100.0,2.0,2.0,70.0
589,Super built-up  Area,BTM 2nd Stage,2,1000.0,2.0,2.0,58.0
590,Plot  Area,BTM 2nd Stage,5,2990.0,5.0,3.0,416.0
591,Super built-up  Area,BTM 2nd Stage,2,1265.0,2.0,2.0,55.0
592,Super built-up  Area,BTM 2nd Stage,3,2200.0,3.0,3.0,220.0
593,Super built-up  Area,BTM 2nd Stage,3,2780.0,4.0,1.0,325.0
594,Plot  Area,BTM 2nd Stage,3,2400.0,2.0,0.0,360.0
595,Super built-up  Area,BTM 2nd Stage,2,965.0,2.0,2.0,56.0
596,Super built-up  Area,BTM 2nd Stage,2,1147.0,2.0,1.0,75.0
597,Built-up  Area,BTM 2nd Stage,3,1750.0,3.0,3.0,172.0
598,Super built-up  Area,BTM 2nd Stage,2,1400.0,2.0,3.0,90.0
599,Super built-up  Area,BTM 2nd Stage,2,1200.0,2.0,2.0,70.0
600,Super built-up  Area,BTM 2nd Stage,2,1100.0,2.0,2.0,47.0
601,Super built-up  Area,BTM 2nd Stage,2,930.0,2.0,2.0,46.0
603,Super built-up  Area,BTM 2nd Stage,3,2500.0,3.0,2.0,345.0
604,Super built-up  Area,BTM Layout,2,1150.0,2.0,2.0,63.0
605,Built-up  Area,BTM Layout,6,3300.0,6.0,3.0,165.0
606,Built-up  Area,BTM Layout,3,1450.0,2.0,2.0,81.0
607,Super built-up  Area,BTM Layout,3,1776.0,2.0,3.0,75.0
608,Super built-up  Area,BTM Layout,3,1458.0,3.0,2.0,79.0
609,Built-up  Area,BTM Layout,2,935.0,2.0,1.0,51.5
610,Super built-up  Area,BTM Layout,2,1020.0,2.0,1.0,46.5
611,Super built-up  Area,BTM Layout,3,1600.0,3.0,2.0,112.0
612,Built-up  Area,BTM Layout,3,1300.0,2.0,1.0,75.0
613,Built-up  Area,BTM Layout,3,1540.0,2.0,2.0,78.0
614,Super built-up  Area,BTM Layout,1,450.0,1.0,1.0,20.0
615,Super built-up  Area,BTM Layout,2,1196.0,2.0,2.0,56.81
616,Super built-up  Area,BTM Layout,3,1470.0,2.0,2.0,99.0
619,Super built-up  Area,Babusapalaya,3,1611.0,2.0,2.0,66.0
621,Super built-up  Area,Babusapalaya,3,1675.0,3.0,3.0,75.0
622,Super built-up  Area,Babusapalaya,2,1141.0,2.0,1.0,46.0
623,Built-up  Area,Babusapalaya,2,1500.0,2.0,2.0,57.0
625,Super built-up  Area,Babusapalaya,2,1050.0,2.0,3.0,45.0
626,Super built-up  Area,Babusapalaya,2,1141.0,2.0,1.0,45.9
628,Super built-up  Area,Babusapalaya,3,1230.0,3.0,3.0,53.0
629,Built-up  Area,Babusapalaya,2,1105.0,2.0,1.0,40.0
630,Super built-up  Area,Babusapalaya,3,1410.0,2.0,3.0,65.0
631,Super built-up  Area,Babusapalaya,2,1450.0,2.0,1.0,55.99
632,Super built-up  Area,Babusapalaya,2,1100.0,2.0,2.0,38.0
634,Super built-up  Area,Babusapalaya,2,1061.0,2.0,1.0,33.84
635,Super built-up  Area,Babusapalaya,2,1061.0,2.0,1.0,38.95
636,Super built-up  Area,Babusapalaya,2,1061.0,2.0,1.0,34.0
637,Super built-up  Area,Babusapalaya,2,1245.0,2.0,2.0,58.0
638,Super built-up  Area,Badavala Nagar,3,1494.0,2.0,2.0,94.55
639,Super built-up  Area,Badavala Nagar,2,1274.0,2.0,1.0,81.0
640,Super built-up  Area,Badavala Nagar,3,1842.0,3.0,2.0,115.0
641,Super built-up  Area,Badavala Nagar,3,1494.0,2.0,2.0,94.55
642,Super built-up  Area,Badavala Nagar,2,1274.0,2.0,1.0,81.0
643,Super built-up  Area,Badavala Nagar,3,1494.0,2.0,2.0,94.55
644,Super built-up  Area,Badavala Nagar,3,1842.0,3.0,2.0,115.0
645,Super built-up  Area,Badavala Nagar,3,1842.0,3.0,2.0,115.0
646,Super built-up  Area,Badavala Nagar,3,1842.0,3.0,2.0,115.0
647,Super built-up  Area,Balagere,2,1210.0,2.0,1.0,80.9
648,Super built-up  Area,Balagere,2,1210.0,2.0,1.0,72.0
649,Super built-up  Area,Balagere,2,1205.0,2.0,1.0,78.5
650,Super built-up  Area,Balagere,1,790.5,1.0,0.0,41.9
653,Super built-up  Area,Balagere,2,1020.07,2.0,1.0,68.38
654,Super built-up  Area,Balagere,2,1205.47,2.0,1.0,81.0
655,Super built-up  Area,Balagere,2,1007.0,2.0,1.0,65.0
657,Super built-up  Area,Balagere,2,1210.0,2.0,1.0,74.0
658,Super built-up  Area,Balagere,2,1210.0,2.0,1.0,83.0
659,Built-up  Area,Balagere,1,675.0,1.0,1.0,45.0
660,Super built-up  Area,Balagere,1,656.0,1.0,1.0,43.0
662,Super built-up  Area,Balagere,2,1012.0,2.0,1.0,64.0
663,Super built-up  Area,Balagere,2,1007.0,2.0,1.0,62.0
664,Built-up  Area,Balagere,2,1007.0,2.0,1.0,67.0
665,Super built-up  Area,Balagere,2,1007.0,2.0,1.0,66.0
668,Super built-up  Area,Balagere,1,645.0,1.0,1.0,34.18
671,Super built-up  Area,Balagere,1,790.5,1.0,0.0,42.295
672,Super built-up  Area,Balagere,2,1012.0,2.0,1.0,65.0
673,Super built-up  Area,Balagere,1,656.0,1.0,1.0,38.77
674,Super built-up  Area,Balagere,1,645.0,1.0,1.0,39.0
675,Built-up  Area,Balagere,1,645.0,1.0,1.0,41.0
676,Super built-up  Area,Balagere,2,1210.0,2.0,1.0,82.0
677,Super built-up  Area,Balagere,1,656.0,1.0,1.0,34.77
678,Super built-up  Area,Balagere,2,1205.0,2.0,1.0,73.87
679,Super built-up  Area,Balagere,2,1012.0,2.0,1.0,70.0
680,Super built-up  Area,Balagere,2,1007.0,2.0,1.0,68.0
682,Super built-up  Area,Balagere,2,1205.0,2.0,1.0,79.0
683,Built-up  Area,Balagere,2,1012.0,2.0,1.0,68.0
685,Super built-up  Area,Banashankari,2,1077.0,2.0,2.0,37.64
686,Super built-up  Area,Banashankari,3,1470.0,2.0,1.0,88.64
687,Built-up  Area,Banashankari,3,1300.0,2.0,2.0,75.0
688,Super built-up  Area,Banashankari,3,1800.0,3.0,2.0,115.0
689,Built-up  Area,Banashankari,2,1125.0,2.0,1.0,63.0
691,Super built-up  Area,Banashankari,2,1310.0,2.0,2.0,80.0
692,Super built-up  Area,Banashankari,3,2600.0,4.0,1.0,135.0
693,Super built-up  Area,Banashankari,3,1900.0,2.0,1.0,170.0
694,Super built-up  Area,Banashankari,2,1260.0,2.0,3.0,75.0
695,Super built-up  Area,Banashankari,2,1170.0,2.0,2.0,46.79
697,Built-up  Area,Banashankari,3,1350.0,2.0,0.0,83.0
699,Super built-up  Area,Banashankari,2,1330.0,2.0,1.0,78.0
700,Super built-up  Area,Banashankari,3,1400.0,2.0,1.0,78.0
701,Super built-up  Area,Banashankari,3,1700.0,3.0,2.0,125.0
702,Super built-up  Area,Banashankari,2,1020.0,2.0,2.0,40.79
703,Super built-up  Area,Banashankari,2,1600.0,2.0,1.0,63.98
704,Super built-up  Area,Banashankari,2,1041.0,2.0,1.0,36.44
705,Super built-up  Area,Banashankari,1,2400.0,1.0,1.0,200.0
706,Super built-up  Area,Banashankari,2,1390.0,2.0,2.0,86.0
707,Super built-up  Area,Banashankari,2,1460.0,2.0,3.0,70.0
708,Super built-up  Area,Banashankari,2,1200.0,2.0,1.0,60.0
709,Super built-up  Area,Banashankari,2,1290.0,2.0,2.0,80.0
710,Super built-up  Area,Banashankari,3,2582.0,5.0,2.0,250.0
711,Built-up  Area,Banashankari,2,1186.0,2.0,3.0,65.0
712,Super built-up  Area,Banashankari,3,1650.0,3.0,2.0,101.0
714,Super built-up  Area,Banashankari,2,1181.0,2.0,1.0,75.0
715,Super built-up  Area,Banashankari,2,1105.0,2.0,2.0,90.0
716,Super built-up  Area,Banashankari,1,720.0,1.0,1.0,60.0
717,Super built-up  Area,Banashankari,2,1040.0,2.0,3.0,45.0
718,Super built-up  Area,Banashankari,2,1330.0,2.0,2.0,77.0
719,Super built-up  Area,Banashankari,2,1200.0,2.0,3.0,49.0
720,Super built-up  Area,Banashankari,2,1185.0,2.0,2.0,67.0
721,Super built-up  Area,Banashankari,2,1000.0,2.0,1.0,50.0
722,Super built-up  Area,Banashankari,3,1650.0,3.0,2.0,90.75
723,Super built-up  Area,Banashankari,3,1650.0,3.0,2.0,101.0
724,Super built-up  Area,Banashankari,2,1310.0,2.0,2.0,80.43
725,Built-up  Area,Banashankari,2,600.0,1.0,0.0,27.0
726,Super built-up  Area,Banashankari,2,1430.0,2.0,2.0,87.8
727,Super built-up  Area,Banashankari,2,1020.0,2.0,1.0,42.83
729,Built-up  Area,Banashankari,3,1540.0,3.0,3.0,80.0
730,Super built-up  Area,Banashankari,2,1195.0,2.0,1.0,35.84
731,Super built-up  Area,Banashankari,3,1683.0,3.0,2.0,115.0
732,Built-up  Area,Banashankari,3,1800.0,3.0,2.0,125.0
733,Super built-up  Area,Banashankari,2,1175.0,2.0,1.0,41.13
734,Super built-up  Area,Banashankari,3,1750.0,2.0,2.0,89.0
735,Super built-up  Area,Banashankari,3,1800.0,3.0,2.0,175.0
736,Super built-up  Area,Banashankari,2,1450.0,2.0,2.0,50.75
737,Super built-up  Area,Banashankari,3,1770.0,3.0,3.0,108.0
738,Super built-up  Area,Banashankari,3,1800.0,3.0,2.0,125.0
741,Super built-up  Area,Banashankari,3,1200.0,3.0,2.0,74.52
742,Super built-up  Area,Banashankari,2,1100.0,2.0,1.0,63.0
743,Super built-up  Area,Banashankari,2,1020.0,2.0,2.0,40.79
744,Super built-up  Area,Banashankari,2,1260.0,2.0,3.0,75.0
746,Super built-up  Area,Banashankari,3,1426.0,3.0,2.0,85.0
747,Super built-up  Area,Banashankari Stage II,2,1700.0,2.0,2.0,150.0
748,Plot  Area,Banashankari Stage II,4,1200.0,2.0,1.0,150.0
749,Super built-up  Area,Banashankari Stage II,3,1500.0,2.0,1.0,120.0
750,Plot  Area,Banashankari Stage II,5,2400.0,3.0,2.0,510.0
751,Super built-up  Area,Banashankari Stage II,3,1240.0,2.0,2.0,59.52
752,Built-up  Area,Banashankari Stage II,2,1250.0,2.0,2.0,110.0
753,Super built-up  Area,Banashankari Stage II,3,1260.0,2.0,1.0,95.0
754,Plot  Area,Banashankari Stage II,3,2400.0,2.0,2.0,300.0
755,Super built-up  Area,Banashankari Stage II,2,1400.0,2.0,1.0,100.0
756,Super built-up  Area,Banashankari Stage II,5,2800.0,3.0,2.0,425.0
757,Built-up  Area,Banashankari Stage II,3,3000.0,3.0,2.0,450.0
758,Built-up  Area,Banashankari Stage II,3,1200.0,2.0,1.0,198.0
759,Super built-up  Area,Banashankari Stage II,2,1245.0,2.0,1.0,125.0
760,Super built-up  Area,Banashankari Stage III,3,1305.0,2.0,1.0,58.7
761,Super built-up  Area,Banashankari Stage III,2,1145.0,2.0,3.0,58.4
762,Super built-up  Area,Banashankari Stage III,3,1650.0,3.0,2.0,118.0
763,Plot  Area,Banashankari Stage III,4,2400.0,4.0,1.0,240.0
764,Super built-up  Area,Banashankari Stage III,3,1350.0,2.0,2.0,68.0
766,Super built-up  Area,Banashankari Stage III,3,1305.0,2.0,1.0,59.0
767,Super built-up  Area,Banashankari Stage III,3,1305.0,2.0,1.0,60.0
768,Super built-up  Area,Banashankari Stage III,2,1200.0,2.0,0.0,42.0
769,Super built-up  Area,Banashankari Stage III,3,1305.0,2.0,1.0,59.0
770,Super built-up  Area,Banashankari Stage III,3,1480.0,3.0,1.0,75.48
771,Super built-up  Area,Banashankari Stage III,3,1305.0,2.0,1.0,59.0
772,Built-up  Area,Banashankari Stage III,2,1304.0,2.0,0.0,111.0
773,Built-up  Area,Banashankari Stage III,6,3000.0,6.0,2.0,150.0
774,Super built-up  Area,Banashankari Stage III,2,1085.0,2.0,1.0,50.0
775,Super built-up  Area,Banashankari Stage III,3,1500.0,2.0,2.0,100.0
776,Built-up  Area,Banashankari Stage III,4,2100.0,3.0,1.0,147.0
777,Super built-up  Area,Banashankari Stage III,3,1420.0,2.0,2.0,95.0
778,Super built-up  Area,Banashankari Stage V,3,1300.0,2.0,1.0,58.5
779,Super built-up  Area,Banashankari Stage V,3,1305.0,2.0,2.0,49.0
780,Super built-up  Area,Banashankari Stage V,2,1035.0,2.0,2.0,35.77
781,Super built-up  Area,Banashankari Stage V,3,1355.0,2.0,1.0,61.0
782,Super built-up  Area,Banashankari Stage V,3,1510.0,3.0,3.0,47.57
783,Super built-up  Area,Banashankari Stage V,3,1650.0,3.0,2.0,51.98
784,Super built-up  Area,Banashankari Stage V,3,1630.0,3.0,2.0,51.35
785,Super built-up  Area,Banashankari Stage V,3,1510.0,3.0,3.0,47.57
786,Super built-up  Area,Banashankari Stage V,3,1315.0,2.0,2.0,49.0
787,Super built-up  Area,Banashankari Stage V,3,1540.0,3.0,2.0,48.51
788,Super built-up  Area,Banashankari Stage V,2,920.0,2.0,1.0,41.5
789,Super built-up  Area,Banashankari Stage VI,2,1177.5,2.0,0.0,59.935
790,Built-up  Area,Banashankari Stage VI,4,4800.0,4.0,3.0,190.0
791,Plot  Area,Banashankari Stage VI,4,2800.0,4.0,2.0,89.0
792,Plot  Area,Banashankari Stage VI,4,2200.0,4.0,2.0,195.0
793,Super built-up  Area,Banashankari Stage VI,2,1160.0,2.0,1.0,59.0
794,Super built-up  Area,Banashankari Stage VI,2,1180.0,2.0,1.0,59.47
795,Super built-up  Area,Banashankari Stage VI,3,1423.0,2.0,1.0,71.73
796,Super built-up  Area,Banashankari Stage VI,3,1392.0,3.0,1.0,69.46
797,Super built-up  Area,Banashankari Stage VI,3,1410.5,2.0,0.0,70.385
798,Plot  Area,Banashankari Stage VI,4,4800.0,3.0,2.0,200.0
799,Super built-up  Area,Banaswadi,2,1184.0,2.0,3.0,53.0
800,Super built-up  Area,Banaswadi,2,1145.0,2.0,2.0,55.0
801,Super built-up  Area,Banaswadi,2,1250.0,2.0,0.0,60.0
802,Super built-up  Area,Banaswadi,2,1365.0,2.0,2.0,73.0
803,Plot  Area,Banaswadi,5,1903.0,6.0,2.0,140.0
804,Super built-up  Area,Banaswadi,2,1222.0,2.0,2.0,80.0
805,Super built-up  Area,Banaswadi,2,870.0,2.0,2.0,38.0
806,Super built-up  Area,Banaswadi,2,1200.0,2.0,3.0,60.0
808,Super built-up  Area,Banaswadi,1,527.0,1.0,0.0,35.0
809,Super built-up  Area,Banaswadi,2,1340.0,2.0,2.0,73.0
810,Super built-up  Area,Banaswadi,2,1008.0,2.0,2.0,52.0
811,Built-up  Area,Banaswadi,2,1105.0,2.0,2.0,57.0
812,Plot  Area,Banjara Layout,2,1200.0,2.0,2.0,70.0
813,Built-up  Area,Banjara Layout,2,1050.0,2.0,1.0,64.8
814,Plot  Area,Banjara Layout,2,753.0,3.0,3.0,59.5
815,Plot  Area,Banjara Layout,3,2500.0,4.0,0.0,140.0
816,Super built-up  Area,Bannerghatta,4,3012.0,6.0,2.0,250.0
817,Super built-up  Area,Bannerghatta,3,1665.0,3.0,3.0,110.0
818,Super built-up  Area,Bannerghatta,3,2370.0,4.0,2.0,195.0
819,Super built-up  Area,Bannerghatta,2,1100.0,2.0,1.0,66.0
820,Super built-up  Area,Bannerghatta,4,2895.5,2.0,2.0,246.0
821,Super built-up  Area,Bannerghatta,2,1113.0,2.0,1.0,70.0
822,Super built-up  Area,Bannerghatta,2,1200.0,2.0,2.0,73.2
823,Super built-up  Area,Bannerghatta,2,1070.0,2.0,1.0,87.0
824,Super built-up  Area,Bannerghatta,3,1776.0,3.0,2.0,124.0
825,Super built-up  Area,Bannerghatta,3,1776.0,3.0,2.0,150.0
826,Built-up  Area,Bannerghatta Road,1,500.0,1.0,1.0,18.5
827,Super built-up  Area,Bannerghatta Road,2,1050.0,2.0,1.0,65.0
828,Super built-up  Area,Bannerghatta Road,3,1170.0,2.0,1.0,66.0
829,Super built-up  Area,Bannerghatta Road,1,595.0,1.0,1.0,33.32
830,Carpet  Area,Bannerghatta Road,3,1445.0,3.0,2.0,95.0
